,Symbol,Consensus,10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthADReturnStd,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capexCagr5Y,cashFlowPerShareAnnual,cashFlowPerShareQuarterly,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendGrowthRate5Y,dividendPerShareAnnual,dividendPerShareTTM,dividendYieldIndicatedAnnual,ebitdPerShareAnnual,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,enterpriseValue,epsAnnual,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,epsTTM,focfCagr5Y,grossMargin5Y,grossMarginAnnual,grossMarginTTM,inventoryTurnoverAnnual,inventoryTurnoverTTM,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioAnnual,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareAnnual,pcfShareTTM,peAnnual,peBasicExclExtraTTM,peExclExtraAnnual,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,peTTM,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P50052Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,ptbvAnnual,ptbvQuarterly,quickRatioAnnual,quickRatioQuarterly,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roa5Y,roaRfy,roaTTM,roe5Y,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,tbvCagr5Y,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily
224,HIG,Buy,0.49009,5.2022,1.7717,18.84172,0.6838,124.87,2024-11-27,94.47,2024-04-26,20.0262,2.7034,0.3279,0.3323,0.7287916,57.1958,57.1958,4.82,6.67,20.0448,20.0448,8.94974,0.72673,0.36702,1.6713,6.7152,6.7152,,,9.29,1.9692,1.9692,1.749222,13.5131,13.5131,6.94,8.6,38706.664,10.4186,10.4186,10.4248,10.4186,10.4248,15.97,12.77,14.69,29.37,10.4186,10.4248,10.4186,10.4248,11.24,,,,,,0.2655,0.2655,34523.664,0.5326,0.1629,0.1629,34.4696,34.4696,3.12,9.81,11.72,11.74,12.97,14.94,14.96,18.55,18.55,1.9283,1.9283,5.8426,5.8426,11.0973,11.0973,14.35365,11.0973,11.0973,11.0973,11.0973,5.9895,5.9895,12.09,14.51,14.53,12.8471,-0.4568,13.7552,9.9856,12.9688,1.3011,1.3032,2.006,2.006,,,,,1.3893,1.387,5.83,5.05,7.48,8.01,88.8647,89.9864,9.35,3.0,3.84,3.9,14.23,18.92,19.259999999999998,11.14,14.95,15.160000000000002,54.9806,54.9806,0.79,0.2655,0.2655,8.6929
225,HAS,Buy,1.84501,-6.8655,-11.3018,36.27136,1.62871,73.46,2024-10-01,52.66,2024-03-15,12.4742,-3.0715,0.6523,0.621,0.56040066,8.2965,8.2965,-17.62,8.13,4.6578,4.6578,-2.49323,4.9789,4.9789,4.6561,17.0177,17.0177,1.6003,1.6003,1.82,2.8018,2.8018,4.6496177,4.8453,4.8601,-0.4,,11059.772,2.7484,2.7484,2.7502,2.7484,2.7502,-3.91,-7.46,,,2.7484,2.7502,2.7484,2.7502,4.58,59.92,64.61,64.61,4.8291,4.8291,2.9205,2.9205,8373.972,-7.9097,0.0774,0.0774,5.3406,5.3406,-3.31,-1.25,9.32,9.32,2.25,14.79,14.79,101.12,69.59,6.7136,6.7136,9.882,9.882,21.7167,21.7167,31.49999,21.7167,21.7167,21.7167,21.7167,12.885,12.885,-0.55,12.02,12.02,0.7794,-13.5303,6.5392,2.4336,11.5197,2.0249,2.0249,12.1584,12.1584,1.2805,1.1524,3.8857,4.2435,0.8296,0.8296,-13.64,-2.61,-14.53,-17.34,29.4761,29.6027,-4.31,-1.63,6.08,5.79,-15.58,33.31,33.52,-2.51,8.5,7.960000000000001,4.5811,4.5811,-22.92,2.9205,2.9205,7.2438
226,HCA,Buy,0.35775,4.7661,-14.5615,32.916126,0.4068,417.11,2024-10-18,290.0,2025-01-03,2.5437,5.5263,1.1863,1.2104,1.5185126,1.6873,0.7395,,3.23,22.5577,22.5577,35.40269,7.7326,7.7326,0.8473,21.729,21.729,1.0815,1.0815,10.63,2.6769,2.6769,0.87681913,52.9896,52.9874,7.59,5.22,122529.734,22.001,22.001,21.9884,22.001,21.9884,1.33,16.91,-4.96,15.77,22.001,21.9884,22.001,21.9884,10.36,84.32,84.77,84.77,5.7223,5.7223,52.9738,124.8502,81431.734,7.7897,0.0255,0.0255,5.182,5.182,3.62,8.94,8.16,8.16,14.93,14.94,14.94,11.98,11.98,97.2886,256.9178,7.7451,7.7451,14.1375,14.1375,13.16832,14.1375,14.1375,14.1375,14.1375,14.4408,14.4408,13.09,12.07,12.07,12.411,-16.79,11.464,-7.4969,14.2742,1.1534,1.1534,,,0.967,0.967,6.8186,6.8186,0.3124,0.3124,6.32,6.58,5.68,8.67,269.6768,276.5892,12.82,10.28,9.68,9.879999999999999,149.98,656.29,695.73,9.01,11.89,9.06,-44.77639,-45.56316,,54.2028,125.7976,9.9983
227,DOC,Buy,1.52705,-3.7612,-7.8758,22.88429,1.72706,23.26,2024-10-24,16.66,2024-03-15,18.7355,1.3366,0.1354,0.134,0.83736044,12.0107,12.0107,-0.06,-22.99,0.6665,0.6665,1.0114,0.1713,0.1713,5.438,49.7872,49.7872,0.0844,0.0844,-2.76,1.2751,1.2751,5.948318,2.382,2.3817,14.21,13.52,23211.578,0.3596,0.3596,0.3479,0.3596,0.3479,-27.34,30.89,-94.98,-37.79,0.3596,0.3479,0.3596,0.3479,,58.96,64.79,64.46,1.4427,1.4427,0.9414,0.9414,14615.347,0.0489,0.6283,0.6283,1.9741,1.9741,19.65,19.82,9.0,9.0,16.67,10.73,10.73,326.88,326.88,1.6876,1.6876,13.6529,13.6529,60.1103,60.1103,24.63765,60.1103,60.1103,60.1103,60.1103,31.3489,31.3489,13.83,10.12,10.12,3.8837,-10.1043,13.4436,8.6949,5.2626,5.4122,5.4122,1.8694,1.8694,0.0844,0.0844,40.7215,40.7215,6.9779,6.9779,12.51,16.84,26.07,23.82,3.9934,3.8542,9.38,2.45,1.22,1.21,5.82,2.8899999999999997,2.81,2.94,1.4200000000000002,1.4000000000000001,10.8423,10.8423,5.68,1.0375,1.0375,0.9867
228,HSIC,Buy,1.96301,-6.311,6.5877,28.484816,1.87686,82.49,2025-02-05,63.67,2024-08-06,-3.4594,2.9454,1.2403,1.2298,0.8563202,27.3285,27.3285,5.5,19.67,5.324,5.324,5.1061,0.9826,0.9826,,17.148,17.148,1.421,1.421,,,,,7.0434,6.8168,0.0,-2.24,11334.86,3.0521,3.0521,3.0525999999999995,3.0521,3.0525999999999995,-11.77,-8.13,442.64,-3.14,3.0521,3.0525999999999995,3.0521,3.0525999999999995,1.99,30.14,31.69,31.69,4.7763,4.7763,0.5385,0.5393,8920.86,-0.2356,0.0156,0.0156,5.7944,5.7944,-15.05,3.96,3.08,3.08,5.59,4.9,4.9,,,2.5418,2.5418,10.5199,10.5199,22.874,22.874,17.83908,22.874,22.874,22.874,22.874,13.496,13.496,5.16,4.05,4.05,1.3339,4.3592,0.9785,-13.5,8.3221,0.7039,0.7039,3.6389,3.6389,0.5722,0.5722,7.5773,7.5773,0.5069,0.5069,0.73,4.88,5.77,2.71,99.1789,100.8825,8.15,5.33,3.82,3.7800000000000002,13.79,11.49,11.14,9.98,6.58,6.4799999999999995,19.0889,19.0889,-0.46,0.7474,0.7474,4.0462
229,HSY,Hold,0.49908,-4.2825,-16.4719,32.755173,0.7876,211.92,2024-05-14,140.13,2025-02-05,-12.4625,-0.8892,0.8652,0.8895,0.31627712,23.2957,23.2957,22.84,13.75,9.5149,9.5149,9.90986,3.6107,3.6107,3.1582,20.1075,20.1075,0.9567,0.9567,12.83,5.3337,5.3337,3.2142646,15.2091,11.6451,11.33,22.62,38720.055,10.9159,10.9159,8.738,10.9159,8.738,25.63,14.88,130.32,-3.52,10.9159,8.738,10.9159,8.738,5.9,45.18,47.32,44.51,4.5481,4.6769,0.6622,0.6622,34348.65,-1.9049,0.1198,0.1009,12.7922,15.9343,6.61,16.89,19.83,17.1,22.11,25.87,21.52,48.84,48.84,7.2686,7.2686,13.568,13.568,15.4637,18.3674,24.07339,18.3674,18.3674,15.4637,18.3674,17.8374,17.8374,19.66,22.08,18.35,3.3624,-18.7004,11.8371,-22.5031,4.3172,3.0662,3.1406,13.8532,13.8532,0.5689,0.5689,13.7957,13.4691,0.6042,0.5899,7.68,7.0,8.67,-2.04,55.0515,53.7479,7.75,15.2,17.16,17.64,50.64,47.11,52.15,20.31,22.63,23.24,12.2229,12.2229,58.9,1.0822,1.0822,0.0413
230,HES,Buy,0.45463,7.3702,20.7777,24.66943,0.63496,163.98,2024-04-29,123.79,2024-09-11,1.2992,6.1029,0.4857,0.4993,0.6244231,36.3809,36.3809,4.91,11.82,2.1214,2.1214,12.3777,3.7983,3.7983,1.2422,82.7976,82.7976,1.1228,1.1228,12.15,1.8815,1.8815,1.3293453,23.5161,23.5245,21.66,22.94,54149.613,8.9815,8.9815,8.9839,8.9815,8.9839,70.59,,30.94,100.04,8.9815,8.9839,8.9815,8.9839,,73.19,77.87,77.87,7.8949,7.8949,0.7627,0.7627,46610.613,2.6051,1.5409,1.5409,11.5937,11.6455,,-1.13,21.47,21.47,13.44,36.01,36.01,20.91,20.91,3.654,3.654,8.3233,8.3233,16.833,16.833,21.47849,16.833,16.833,16.833,16.833,71.2701,39.8381,9.49,33.76,33.76,15.0151,18.5492,10.8474,-8.7414,19.1695,3.6143,3.6143,5.95917,5.40007,0.9745,0.9745,10.5102,10.5102,7.1764,7.1764,19.95,14.7,6.08,22.69,41.8294,41.7887,14.15,2.43,10.43,10.72,3.6,24.69,26.13,3.19,13.88,14.249999999999998,24.47932,26.92806,-6.85691,0.7788,0.7766,14.8936
231,HPE,Buy,6.84535,-27.2935,-1.0559,43.49754,5.02129,24.66,2025-01-22,14.65,2025-03-13,-4.7818,5.5666,0.4228,0.4765,1.3054277,19.1296,19.2052,7.68,-3.69,1.5217,1.2548,2.79077,11.4441,10.2262,3.3522,12.876,15.4231,1.2881,1.3256,3.2,0.524,0.538,3.2642813,2.3859,2.4321,10.04,8.06,25417.277,1.9289,1.9289,2.0613,1.9289,2.0613,-9.2,20.23,51.31,41.88,1.9289,2.0613,1.9289,2.0613,11.59,33.29,32.79,31.12,3.2615,2.9413,0.5429,0.5262,20971.277,-19.5861,0.0423,0.0462,38.2549,116.7097,18.91,5.94,8.56,9.03,6.15,9.7,9.84,26.21,24.94,1.0199,1.1032,4.831,5.3952,8.1316,7.4393,24.10978,7.4393,7.4393,8.1316,7.4393,10.6237,8.1728,6.36,9.8,10.26,-19.6486,-3.2844,-18.6246,-14.8224,-21.1105,0.6961,0.6716,1.0413,1.1259,0.9874,0.9812,8.5698,8.6367,0.4939,0.5119,2.74,0.67,16.27,11.2,22.5333,22.1618,1.1,2.8,3.62,4.3,7.89,10.39,12.02,4.79,5.99,7.37,18.7364,18.8185,8.76,0.7353,0.7087,-25.3864
232,HLT,Buy,0.61408,-11.6365,7.7854,24.89362,0.45863,275.22,2025-02-13,193.89,2024-04-19,10.9401,-0.5911,0.6763,0.6889,1.2461838,1.8678,0.3425,-32.47,-0.69,7.506,7.506,5.56929,5.3803,5.3803,0.2726,35.7461,35.7461,0.6962,0.6962,0.21,0.6057,0.6057,0.2557,10.04,10.03,4.58,3.72,64879.234,6.14,6.14,6.1525,6.14,6.1525,61.45,15.11,261.74,42.43,6.14,6.1525,6.14,6.1525,9.01,37.53,37.49,37.49,9.4823,8.9083,13.1869,71.1,55029.234,-14.3078,0.0085,0.0085,4.0688,4.0688,8.07,5.94,13.74,13.74,14.45,21.21,21.21,9.77,9.77,38.6456,245.967,27.3369,27.3369,35.8497,35.8497,37.48215,35.8497,35.8497,35.8497,35.8497,30.3191,30.3191,8.1,15.96,15.96,-3.9916,5.5569,-7.2853,0.8995,-3.8605,4.9248,4.9248,,581.9385,0.6551,0.6551,7.2795,7.2795,0.0617,0.0617,24.52,3.4,6.67,9.17,44.696,45.6082,6.52,4.65,9.29,9.46,49.25,138.66,171.01,7.63,9.75,9.64,-44.8816,0.1182,,13.216,73.65,-8.1364
233,HOLX,Buy,2.58395,-17.9399,-24.3777,28.606089,2.29077,84.67,2024-08-09,60.335,2025-03-13,-18.3507,1.4403,0.4402,0.4552,0.54202145,22.1383,21.162,22.9,4.3,4.9412,4.9002,3.13918,10.0706,8.7458,,12.8959,13.3591,3.6862,3.4852,,,,,3.8282,3.9885,,10.79,14765.8205,3.3235,3.3235,3.1606,3.3235,3.1606,-22.74,,-15.61,50.25,3.3235,3.1606,3.3235,3.1606,16.4,60.23,56.25,56.45,2.7182,2.624,0.4868,0.5194,14007.5205,-2.2243,0.1118,0.1053,45.0392,58.2914,,24.09,19.59,18.42,29.02,21.9,22.63,,,3.6883,3.436,10.8991,11.1658,17.7423,18.8273,39.14721,18.8273,18.8273,17.7423,18.8273,12.2336,12.673,27.87,21.46,22.81,-10.295,-26.6062,5.0113,-28.3913,-9.7482,3.4756,3.4682,4.4152,4.1209,2.8288,2.5979,6.5747,6.2027,0.5706,0.5718,-10.56,3.66,0.86,1.75,16.9659,17.401,6.3,12.89,8.62,8.39,27.35,15.39,15.110000000000001,15.61,10.280000000000001,9.950000000000001,18.4935,17.645,45.55,0.4971,0.5322,-14.0241
234,HD,Buy,1.18456,-17.0416,-5.7433,23.561937,1.04415,439.37,2024-11-26,323.8,2024-05-29,-6.3393,-4.1565,1.6595,1.727,1.0830679,6.6844,6.6844,13.16,5.41,16.4341,16.4341,18.58993,1.6701,1.6701,2.5747,24.4114,24.4114,1.1054,1.1054,10.5,8.9948,8.9948,2.597916,24.7331,24.7394,6.61,6.24,398516.8,14.9104,14.9104,14.9156,14.9104,14.9156,-1.35,7.79,6.89,-1.24,14.9104,14.9156,14.9104,14.9156,8.2,33.58,33.42,33.42,4.7811,4.7811,7.302,7.302,346792.8,-11.8583,0.032,0.032,10.1538,10.1538,-1.87,10.14,9.28,9.28,14.41,13.49,13.49,60.31,60.31,61.1516,61.1516,17.5059,17.5059,23.4225,23.4225,18.61839,23.4225,23.4225,23.4225,23.4225,21.2431,21.2431,13.35,12.17,12.17,-9.3967,-7.9718,-3.1283,-16.3799,-5.858,2.1741,2.1741,2.8121,,0.2872,0.2872,38.7593,38.7593,0.3444,0.3444,1.81,7.67,14.14,4.48,160.6385,160.4769,9.84,19.73,15.4,16.03,750.41,222.98,317.28000000000003,31.69,24.67,26.3,10.4225,-6.53313,,8.0396,8.0396,-10.1339
235,HON,Buy,4.48966,-8.4345,4.3742,21.958382,4.34599,242.77,2024-11-12,189.75,2024-04-17,6.0954,1.6428,0.512,0.5429,1.0733408,28.6534,28.6534,1.95,6.77,7.5916,7.5916,9.85447,16.856,16.856,2.1327,31.7463,31.7463,1.3129,1.3129,5.64,4.4591,4.4591,2.1480846,12.9818,12.9853,0.83,-0.14,156604.55,8.7059,8.7059,8.708400000000001,8.7059,8.708400000000001,3.22,0.68,2.67,2.82,8.7059,8.708400000000001,8.7059,8.708400000000001,-4.03,34.45,38.09,38.09,3.7775,3.7775,1.3639,1.3639,136072.55,-1.4796,0.0559,0.0559,25.531,7.758,-2.4,15.0,14.82,14.82,19.14,18.74,18.74,50.87,50.87,7.889,7.889,22.318,22.318,23.8515,23.8515,26.60458,23.8515,23.8515,23.8515,23.8515,27.5841,27.5841,19.14,18.74,18.74,-0.7896,2.1457,7.9616,-3.9452,-2.8736,3.5345,3.5345,12.2782,12.2782,1.0099,1.0099,5.0164,5.0164,0.3774,0.3774,3.83,0.96,6.86,5.01,58.7487,58.7218,3.16,8.15,7.59,8.04,30.63,30.64,32.87,13.45,11.469999999999999,12.370000000000001,18.4103,18.4103,-4.11,1.6703,1.6703,-7.1495
236,HRL,Hold,0.89004,-9.6287,-7.0764,21.673712,0.92963,36.85,2024-05-20,27.6,2025-02-27,-12.3023,2.4641,0.8873,0.881,0.35908696,14.5704,14.6027,5.61,-2.68,1.8416,1.6198,2.12041,1.3974,1.5759,3.756,18.3257,20.7895,2.3201,2.4524,6.53,1.123,1.1293,3.871829,2.2788,2.2215,-0.94,-2.41,18514.368,1.4668,1.4668,1.3777,1.4668,1.3777,-4.02,-3.97,-22.33,-4.92,1.4668,1.3777,1.4668,1.3777,9.93,17.36,16.96,16.69,6.0789,6.413,0.3541,0.355,16497.373,4.5756,0.0403,0.0378,91.1513,65.0627,-8.12,7.75,6.75,6.35,9.93,8.96,8.49,76.39,81.88,2.1225,2.1507,13.0235,14.0767,20.4927,21.8003,17.98207,21.8003,21.8003,20.4927,21.8003,16.3292,18.5246,9.76,8.69,8.13,-1.9838,-9.3049,13.3011,-22.3429,-0.2826,1.3839,1.3849,2.71,2.7404,1.1684,1.2652,14.5793,15.6865,0.596,0.5956,1.54,4.65,-0.27,-1.84,21.7203,21.6652,4.5,7.14,5.99,5.6000000000000005,12.15,10.07,9.53,8.88,7.42,6.8500000000000005,11.4121,11.4603,5.08,0.3576,0.3559,-4.5585
237,HST,Buy,9.7446,-20.4437,-10.1968,27.711233,8.24461,21.27,2024-03-22,14.465,2025-03-13,-26.5724,-0.3309,0.4356,0.4458,1.3064739,9.4536,9.4536,-1.63,-0.36,1.3589,1.3589,2.02114,1.1386,1.1386,6.8902,15.7719,15.7719,1.0,1.0,4.32,1.0508,1.0508,5.2287583,2.3253,2.3255,-1.36,3.87,14983.334,0.9901,0.9901,0.9891,0.9901,0.9891,,-4.68,-17.17,-4.67,0.9901,0.9891,0.9901,0.9891,6.54,85.02,100.0,100.0,7.8077,18.1579,0.7691,0.7691,10696.334,-6.6336,4.2242,4.2242,5.6818,5.6818,-6.13,-1.29,12.26,12.26,-4.75,15.39,15.39,105.74,105.74,1.8531,1.8531,7.1404,7.1404,15.3462,15.3462,19.74542,15.3462,15.3462,15.3462,15.3462,11.2593,11.2593,-4.34,12.68,12.68,-12.7988,-12.4253,-3.3575,-36.613,-9.7652,1.8818,1.8818,1.8314,1.78875,1.0,1.0,75.2848,75.2848,34.4485,34.4485,25.29,0.77,7.94,7.02,8.0739,8.098,1.54,2.16,5.34,5.47,3.88,10.549999999999999,10.38,2.46,5.96,6.069999999999999,9.40566,9.73916,-0.76598,0.7691,0.7691,-14.0411
238,HWM,Buy,0.85151,10.4841,37.6812,33.702915,0.72611,140.55,2025-02-19,62.81,2024-04-22,93.6141,0.2501,0.7063,0.7048,1.3934956,11.2325,11.2325,1.16,-12.92,2.4098,2.4098,2.17986,1.3911,1.3911,0.2101,55.9226,55.9226,2.1704,2.1704,16.52,0.2674,0.2674,0.30942988,4.5366,4.5344,17.68,8.24,54636.41,2.8171,2.8171,2.8168,2.8171,2.8168,68.1,22.65,34.76,52.98,2.8171,2.8168,2.8171,2.8168,,28.14,31.1,31.1,2.8399,2.8399,0.7266,0.7266,51885.41,-6.1127,0.0483,0.0483,7.915,7.915,18.62,9.1,15.55,15.55,15.88,21.9,21.9,9.44,9.44,9.7569,9.7569,39.9734,39.9734,44.9224,44.9224,47.1215,44.9224,44.9224,44.9224,44.9224,53.1069,53.1069,10.75,18.61,18.61,18.129,35.4527,0.4772,83.5735,21.5384,6.9832,6.9832,10.893,10.893,0.8218,0.8218,10.8944,10.8944,0.3105,0.3105,14.33,0.92,9.24,11.9,18.122,18.2201,3.4,5.54,10.979999999999999,10.96,14.4,25.36,26.52,7.39,14.680000000000001,14.680000000000001,10.0609,10.0609,0.43,0.7279,0.7279,17.2625
239,HPQ,Hold,2.76078,-16.932,-14.2516,26.672237,2.93442,39.79,2024-11-25,27.425,2024-04-24,-5.6542,0.8079,1.342,1.3964,1.3198289,15.3925,15.3925,-3.46,-2.47,3.3621,3.4561,4.11043,3.4643,3.0624,3.9645,10.726,10.368,0.7237,0.723,11.65,1.1151,1.1148,4.004151,4.094,4.0256,6.28,-2.03,33862.004,2.8059,2.8059,2.7802,2.8059,2.7802,-19.26,6.29,-4.9,-17.65,2.8059,2.7802,2.8059,2.7802,-4.54,20.51,22.07,21.85,5.725,5.4789,0.2405,0.2405,27065.004,-7.0295,0.0478,0.0469,8.1525,8.2544,-0.68,6.3,5.18,5.04,7.8,7.12,6.91,38.74,39.48,0.8956,0.8956,7.2193,6.7629,9.7532,9.9577,8.7772,9.9577,9.9577,9.7532,9.9577,8.573,8.2869,7.2,6.12,5.92,-9.2871,-16.4801,-8.7742,-15.6948,-7.7682,0.5053,0.5023,2.7217,2.2243,0.4036,0.357,11.4516,13.483,0.9234,0.9289,-5.51,-1.84,2.42,1.51,54.1547,56.2989,7.03,9.79,6.950000000000001,7.04,3.17,16.400000000000002,16.85,3.77,12.43,9.98,13.3785,13.7624,-6.22,0.3195,0.3195,-12.0441
240,HUBB,Buy,0.22299,-26.3939,-11.5162,32.56125,0.15076,479.74,2024-11-06,330.32,2025-03-13,-14.8728,0.5049,0.8427,0.8232,0.98171437,60.7943,60.7943,11.22,15.78,15.0819,15.0819,16.08333,6.4174,6.4174,1.4748,23.8819,23.8819,1.6397,1.6397,7.79,4.9735,4.9735,1.5346161,23.9111,23.9,17.31,20.38,19363.404,14.4037,14.4037,14.3963,14.4037,14.3963,25.4,14.47,15.2,2.27,14.4037,14.3963,14.4037,14.3963,9.94,31.32,33.99,33.99,4.4367,4.4367,0.4414,0.4414,18124.404,-9.4755,0.0439,0.0439,14.622,14.622,6.35,11.61,13.82,13.82,15.63,19.3,19.3,34.37,34.37,6.8788,6.8788,18.2853,18.2853,23.3021,23.3021,31.886,23.3021,23.3021,23.3021,23.3021,22.3537,22.3537,14.38,17.86,17.86,-18.749,-13.7447,-5.8027,-24.9134,-15.4214,3.2201,3.2201,10.2738,10.2738,0.979,0.979,7.3031,7.3031,0.318,0.318,10.3,7.36,-0.85,4.76,104.2315,104.2315,7.63,9.44,11.65,11.379999999999999,21.64,23.799999999999997,24.959999999999997,13.21,16.08,15.49,40.705,40.705,13.43,0.4798,0.4798,-19.6973
241,HUM,Hold,0.31918,-3.0266,-22.1234,42.75846,0.59471,406.46,2024-07-18,213.31,2024-10-02,-22.5104,8.2975,2.5336,2.3951,0.5044003,135.7326,135.7326,8.28,-4.82,19.819,19.819,31.5492,40.49622,123.0437,1.3312,17.5139,17.5139,0.0059,0.0055,10.32,3.5493,3.5493,1.3388299,26.6404,26.6582,-4.98,,41875.799,9.986,9.986,9.959100000000001,9.986,9.959100000000001,-23.99,-13.01,,-49.69,9.986,9.959100000000001,9.986,9.959100000000001,-12.07,,,,,,0.6805,0.6805,32375.799,-0.2367,0.0184,0.0184,3.6076,3.6076,-24.54,2.85,1.02,1.02,4.11,2.18,2.18,35.71,17.0,1.8656,1.8656,10.9156,10.9156,26.8234,26.8234,23.47389,26.8234,26.8234,26.8234,26.8234,13.5407,10.5356,3.7,1.46,1.46,4.6183,-24.3519,10.0736,-32.551,10.6099,0.2749,0.2749,2.0459,2.0459,0.0059,0.0055,,,1.793,1.793,12.34,12.66,10.4,10.7,974.2862,977.6186,15.18,6.13,2.6,2.45,16.76,7.37,7.23,10.03,4.3,4.109999999999999,123.7715,123.7715,4.71,0.7158,0.7158,6.334
242,HBAN,Buy,26.18015,-15.1236,3.289,25.773687,18.71748,18.445,2024-11-25,12.05,2024-06-14,13.1034,1.4433,,,0.9475058,13.5797,13.5797,3.27,5.97,1.1502,1.1502,1.99292,1.24457,1.1063,4.8629,19.9681,19.9681,,,2.11,0.7209,0.7209,4.200542,2.0488,2.0488,8.14,12.17,33386.602,1.314,1.314,1.3137,1.314,1.3137,9.29,-0.33,116.32,-1.17,1.314,1.3137,1.314,1.3137,2.65,,,,,,0.5916,0.5916,21509.602,-10.3825,0.0973,0.0973,,,4.67694,26.30246,31.00358,31.21053,31.6261,38.10312,38.55263,53.92,53.92,1.1974,1.1974,11.851,11.851,11.0874,11.0874,7.50195,11.0874,11.0874,11.0874,11.0874,12.8646,9.9952,31.6261,38.10312,38.55263,-7.4787,1.0605,-3.8303,3.0628,-5.005,2.17191,2.07303,1.24,1.24,,,,,378186.8,,12.42155,11.69804,45.56325,58.9579,4.95079,5.17818,5.475,0.92,0.95,0.98,9.11,9.83,9.8,5.91,6.140000000000001,6.1,13.114,13.114,10.99,0.6017,0.6017,-9.2809
243,HII,Hold,0.26491,8.9025,-20.0483,53.37555,0.27071,294.81,2024-03-21,158.89,2025-02-06,-27.8354,8.7832,0.9501,1.0096,0.31772825,119.2453,119.2453,25.22,-7.09,0.6645,0.6645,22.32791,21.2372,21.2372,2.5348,403.8024,403.8024,1.0792,1.0792,7.82,5.2319,5.2319,2.6070583,22.9949,22.9949,-0.11,-3.24,10498.863,13.9594,13.9594,13.9559,13.9594,13.9559,0.87,0.84,-54.54,-18.48,13.9594,13.9559,13.9594,13.9559,-41.08,14.53,12.57,12.57,51.1929,51.1929,0.5787,0.5787,8126.863,18.7892,0.0125,0.0125,14.9783,14.9783,-5.02,5.86,4.77,4.77,6.14,4.64,4.64,37.45,37.45,1.5847,1.5847,20.679,20.679,14.7761,14.7761,16.5068,14.7761,14.7761,14.7761,14.7761,312.5717,20.2161,6.99,5.57,5.57,16.5474,-22.2768,28.4957,-37.876,14.6479,0.7045,0.7045,1.9038,1.9038,0.9796,0.9796,5.926,5.926,0.2622,0.2622,6.59,5.33,-5.45,0.71,292.7665,295.0128,6.17,5.92,4.53,4.81,20.2,11.790000000000001,12.809999999999999,10.96,6.99,7.84,99.2604,99.2604,28.79,0.6865,0.6865,10.372
